Index,Sort_ID,ID,Text_Unit_ID,Stressed_Unit,Morph,Lemma,Analysis,Rel,Trans,Part_Of_Speech,Meaning,Textual_Unit,Translation
59,2,116566,S0021-110,imresin,imresin,imbresan,gen.sg.,,,verbal_noun,"the act of contending, disputing; strife, feud, contention",sigide imresin .i. uitium,"pertinacity of the contest, that is, vitium"
60,4,116567,S0021-110,uitium,uitium,uitium,nom.sg.,,,noun,"crime, vice, fault",sigide imresin .i. uitium,"pertinacity of the contest, that is, vitium"
61,3,140029,S0021-110,.i.,.i.,.i.,,,,,"id est, it is",sigide imresin .i. uitium,"pertinacity of the contest, that is, vitium"
62,1,116568,S0021-111,fiu,fiu,fíu,nom.sg.fem.,,,adjective,"worthy, meet, fitting, honorable",fiu,as
63,2,116569,S0021-112,ol,ol,ol 2,,,,conjunction,"causal: since, because, for, inasmuch as; that which; adversative relative with sodain: “which, however”",.i. ol,"that is, because"
64,1,140030,S0021-112,.i.,.i.,.i.,,,,,"id est, it is",.i. ol,"that is, because"
65,1,116570,S0021-113,saurus,saurus,saurus,nom.sg.,,,noun,,saurus .i. odur,"saurus, that is, dun"
66,3,116571,S0021-113,odur,odur,odor,nom.sg.masc.,,,adjective,"dun, greyish brown",saurus .i. odur,"saurus, that is, dun"
67,2,140031,S0021-113,.i.,.i.,.i.,,,,,"id est, it is",saurus .i. odur,"saurus, that is, dun"
68,1,116572,S0021-114,sulbaire,sulbaire,sulbaire,nom.sg.,,,noun,"eloquence, cheerfulness, affability, merriment, readiness of speech, fluency, rhetoric ",sulbaire,eloquence
69,2,116040,S0021-12,hó,hó,ó 1,dat.,,,preposition,"from, out of, by",.i. hó,"that is, from"
70,1,139971,S0021-12,.i.,.i.,.i.,,,,,"id est, it is",.i. hó,"that is, from"
71,2,116041,S0021-13,itar·gén-sa,itar·gén,eter·gnin,1sg.pret.,,unclear,verb,"to find out, to learn, to know, to understand ",itargénsa,I knew.
72,1,116042,S0021-13,itar·gén-sa,itar·,eter·,,,,particle_preverb,aspectual and lexicalized meanings,itargénsa,I knew.
73,3,116043,S0021-13,itar·gén-sa,sa,nota augens,1sg.,,,particle_pronominal,emphasising particle,itargénsa,I knew.
74,2,116044,S0021-14,dú,dú,dú,nom.sg.,,,noun,"place, spot",.i. dú adcosnainse,"that is, the place to which I was striving"
75,6,116045,S0021-14,ad·cosnain-se,ad·cosnain,ad·cosnai,1sg.impf.,Yes,trans.,verb,"to make for, to strive, to seek",.i. dú adcosnainse,"that is, the place to which I was striving"
76,3,116046,S0021-14,ad·cosnain-se,ad·,ad· 1,,,,particle_preverb,aspectual and lexicalized meanings,.i. dú adcosnainse,"that is, the place to which I was striving"
77,4,116047,S0021-14,ad·cosnain-se,∅,nas.rel.particle,,,,particle_relative,nasalising relative particle,.i. dú adcosnainse,"that is, the place to which I was striving"
78,5,116048,S0021-14,ad·cosnain-se,·co,con· 1,,,,particle_preverb,aspectual and lexicalized meanings,.i. dú adcosnainse,"that is, the place to which I was striving"
79,7,116049,S0021-14,ad·cosnain-se,se,nota augens,1sg.,,,particle_pronominal,emphasising particle,.i. dú adcosnainse,"that is, the place to which I was striving"
80,1,139972,S0021-14,.i.,.i.,.i.,,,,,"id est, it is",.i. dú adcosnainse,"that is, the place to which I was striving"
81,5,116050,S0021-15,in tan for·cain,∅,nas.rel.particle,,,,particle_relative,nasalising relative particle,.i. intan forcain unam lineam et unam speram non docet deum,"That is, when he teaches a line and a sphere, he does not teach [knowledge of] God."
82,2,116051,S0021-15,in tan for·cain,in,in 1,acc.sg.fem.,,,definite_article,"the, definite article",.i. intan forcain unam lineam et unam speram non docet deum,"That is, when he teaches a line and a sphere, he does not teach [knowledge of] God."
83,3,116052,S0021-15,in tan for·cain,tan,tan,acc.sg.,,,noun,time,.i. intan forcain unam lineam et unam speram non docet deum,"That is, when he teaches a line and a sphere, he does not teach [knowledge of] God."
84,6,116053,S0021-15,in tan for·cain,for·cain,for·cain,3sg.pres.ind.,Yes,trans.,verb,to teach,.i. intan forcain unam lineam et unam speram non docet deum,"That is, when he teaches a line and a sphere, he does not teach [knowledge of] God."
85,4,116054,S0021-15,in tan for·cain,for·,for·,,,,particle_preverb,aspectual and lexicalized meanings,.i. intan forcain unam lineam et unam speram non docet deum,"That is, when he teaches a line and a sphere, he does not teach [knowledge of] God."
86,7,116055,S0021-15,unam lineam,unam,ūnus,acc.sg.fem.,,,adjective_numeral_noun,"one, single, same",.i. intan forcain unam lineam et unam speram non docet deum,"That is, when he teaches a line and a sphere, he does not teach [knowledge of] God."
87,8,116056,S0021-15,unam lineam,lineam,līnea,acc.sg.,,,noun,"linen thread; line, thread, string",.i. intan forcain unam lineam et unam speram non docet deum,"That is, when he teaches a line and a sphere, he does not teach [knowledge of] God."
88,9,116057,S0021-15,et unam speram,et,et,,,,conjunction,and,.i. intan forcain unam lineam et unam speram non docet deum,"That is, when he teaches a line and a sphere, he does not teach [knowledge of] God."
89,10,116058,S0021-15,et unam speram,unam,ūnus,acc.sg.fem.,,,adjective_numeral_noun,"one, single, same",.i. intan forcain unam lineam et unam speram non docet deum,"That is, when he teaches a line and a sphere, he does not teach [knowledge of] God."
90,11,116059,S0021-15,et unam speram,speram,sphaera,acc.sg.,,,noun,"ball, globe, sphere",.i. intan forcain unam lineam et unam speram non docet deum,"That is, when he teaches a line and a sphere, he does not teach [knowledge of] God."
91,12,116060,S0021-15,non docet,non,nōn,,,,particle_negative,not,.i. intan forcain unam lineam et unam speram non docet deum,"That is, when he teaches a line and a sphere, he does not teach [knowledge of] God."
92,13,116061,S0021-15,non docet,docet,doceō,3sg.pres.ind.,,,verb,"to teach, to tell",.i. intan forcain unam lineam et unam speram non docet deum,"That is, when he teaches a line and a sphere, he does not teach [knowledge of] God."
93,14,116062,S0021-15,deum,deum,deus,acc.sg.,,,proper_noun,"god, deity, God",.i. intan forcain unam lineam et unam speram non docet deum,"That is, when he teaches a line and a sphere, he does not teach [knowledge of] God."
94,1,139973,S0021-15,.i.,.i.,.i.,,,,,"id est, it is",.i. intan forcain unam lineam et unam speram non docet deum,"That is, when he teaches a line and a sphere, he does not teach [knowledge of] God."
95,2,116063,S0021-16,doig,doig,doich,,,,adjective,"likely, probable, to be expected, probably",.i. doig,"that is, likely"
96,1,139974,S0021-16,.i.,.i.,.i.,,,,,"id est, it is",.i. doig,"that is, likely"
97,1,116064,S0021-17,iárna glanad,iár,íar 1,dat.,,,preposition,"after, behind, across, along, beyond, according to",iárna glanad,after its purification
98,2,116065,S0021-17,iárna glanad,na,3sg.masc./neut.poss.pron.,,,,pronoun_possessive,"his, its",iárna glanad,after its purification
99,3,116066,S0021-17,iárna glanad,glanad,glanad,dat.sg.,,,verbal_noun,"the act of cleansing; purification, revision, correction, elision",iárna glanad,after its purification
100,2,116067,S0021-18,in frithgnam,in,in 1,nom.sg.masc.,,,definite_article,"the, definite article",.i. in frithgnam,"that is, the labor"
101,3,116068,S0021-18,in frithgnam,frithgnam,frithgnam,nom.sg.,,,verbal_noun,"the act of fashioning, striving; service rendered, function, exertion, pains, labor directed to a specified object, handiwork, effort, attendance",.i. in frithgnam,"that is, the labor"
102,1,139975,S0021-18,.i.,.i.,.i.,,,,,"id est, it is",.i. in frithgnam,"that is, the labor"
103,2,116069,S0021-19,do imcaisin,do,do 1,dat.,,,preposition,"to, for, by etc.",.i. doimcaisin dé,"that is, to contemplate God"
104,3,116070,S0021-19,do imcaisin,imcaisin,immcaisiu,dat.sg.,,,verbal_noun,"the act of looking around, surveying, beholding, examining, contemplating; consideration, gaze, vision, eye, sight, sign, appearance",.i. doimcaisin dé,"that is, to contemplate God"
105,4,116071,S0021-19,dé,dé,día 2,gen.sg.,,,noun,"god, deity, God",.i. doimcaisin dé,"that is, to contemplate God"
106,1,139976,S0021-19,.i.,.i.,.i.,,,,,"id est, it is",.i. doimcaisin dé,"that is, to contemplate God"
107,2,115989,S0021-2,firinne,firinne,fírinne,nom.sg.,,,noun,"truth; justice, righteousness ",.i. firinne apostolorum,"that is, righteousness of the apostles"
108,3,122690,S0021-2,apostolorum,apostolorum,apostolus,,,,noun,"messenger, apostle",.i. firinne apostolorum,"that is, righteousness of the apostles"
109,1,139965,S0021-2,.i.,.i.,.i.,,,,,"id est, it is",.i. firinne apostolorum,"that is, righteousness of the apostles"
110,5,116072,S0021-20,ond í,o,ó 1,dat.,,,preposition,"from, out of, by",uel ex intelligente .i. ondí itargnin,"or from understanding, that is, from that which understands"
111,6,116073,S0021-20,ond í,nd,in 1,dat.sg.neut.,,,definite_article,"the, definite article",uel ex intelligente .i. ondí itargnin,"or from understanding, that is, from that which understands"
112,7,116074,S0021-20,ond í,í,í 1,dat.sg.neut.,,,pronoun_propword,that ; substantivizing particle,uel ex intelligente .i. ondí itargnin,"or from understanding, that is, from that which understands"
113,10,116075,S0021-20,itar·gnin,itar·gnin,eter·gnin,3sg.pres.ind.,Yes,unclear,verb,"to find out, to learn, to know, to understand ",uel ex intelligente .i. ondí itargnin,"or from understanding, that is, from that which understands"
114,8,116076,S0021-20,itar·gnin,itar·,eter·,,,,particle_preverb,aspectual and lexicalized meanings,uel ex intelligente .i. ondí itargnin,"or from understanding, that is, from that which understands"
115,9,116077,S0021-20,itar·gnin,∅,len.rel.particle,,,,particle_relative,leniting relative particle,uel ex intelligente .i. ondí itargnin,"or from understanding, that is, from that which understands"
116,1,122694,S0021-20,uel ex intelligente,uel,uel,,,,conjunction,"or, even",uel ex intelligente .i. ondí itargnin,"or from understanding, that is, from that which understands"
117,2,122695,S0021-20,uel ex intelligente,ex,ex,,,,preposition,"out of, from",uel ex intelligente .i. ondí itargnin,"or from understanding, that is, from that which understands"
118,3,122696,S0021-20,uel ex intelligente,intelligente,intelligentia,,,,noun,intelligence,uel ex intelligente .i. ondí itargnin,"or from understanding, that is, from that which understands"
119,4,139977,S0021-20,.i.,.i.,.i.,,,,,"id est, it is",uel ex intelligente .i. ondí itargnin,"or from understanding, that is, from that which understands"
120,1,116078,S0021-21,dede,dede,déide,nom.sg.neut.,,,adjective,"double, consisting of two things, pair ",dede húambí intelligentia ex noscente et intelligibili ré,Two things from which intelligence arises: from something recognizable and intelligible.
121,4,116079,S0021-21,húa·mbí,·mbí,ad·tá,3pl.hab.,Yes,intrans.,verb,"to be, to exist, ",dede húambí intelligentia ex noscente et intelligibili ré,Two things from which intelligence arises: from something recognizable and intelligible.
122,2,116080,S0021-21,húa·mbí,húa·,ó 1,dat.,,,preposition,"from, out of, by",dede húambí intelligentia ex noscente et intelligibili ré,Two things from which intelligence arises: from something recognizable and intelligible.
123,3,116081,S0021-21,húa·mbí,∅,-(s)a·,,,,pronoun_relative,"which, who, whose",dede húambí intelligentia ex noscente et intelligibili ré,Two things from which intelligence arises: from something recognizable and intelligible.
124,5,116082,S0021-21,intelligentia,intelligentia,intelligentia,nom.sg.,,,noun,intelligence,dede húambí intelligentia ex noscente et intelligibili ré,Two things from which intelligence arises: from something recognizable and intelligible.
125,6,116083,S0021-21,ex noscente,ex,ex,,,,preposition,"out of, from",dede húambí intelligentia ex noscente et intelligibili ré,Two things from which intelligence arises: from something recognizable and intelligible.
126,7,116084,S0021-21,ex noscente,noscente,noscēns,abl.sg.,,,adjective,recognizable,dede húambí intelligentia ex noscente et intelligibili ré,Two things from which intelligence arises: from something recognizable and intelligible.
127,8,116085,S0021-21,et intelligibili,et,et,,,,conjunction,and,dede húambí intelligentia ex noscente et intelligibili ré,Two things from which intelligence arises: from something recognizable and intelligible.
128,9,116086,S0021-21,et intelligibili,intelligibili,intelligibilis,abl.sg.fem.,,,adjective,intelligible,dede húambí intelligentia ex noscente et intelligibili ré,Two things from which intelligence arises: from something recognizable and intelligible.
129,10,116087,S0021-21,ré,ré,res,abl.sg.,,,noun,thing,dede húambí intelligentia ex noscente et intelligibili ré,Two things from which intelligence arises: from something recognizable and intelligible.
130,2,116088,S0021-22,meit,meit,méit,dat.sg.,,,noun,"size, quantity, as rel. adv. introducing a subord. clause: as much as, as far as, to the extent that amount, so much, Greatness, magnitude (of size, quantity, number, extent, degree)",.i. meit assochṫmacht,"that is, as much as it is well able"
131,3,116089,S0021-22,as sochṫmacht,as,is 1,3sg.pres.ind.rel.,Yes,intrans.,verb,"to be, the copula",.i. meit assochṫmacht,"that is, as much as it is well able"
132,4,116090,S0021-22,as sochṫmacht,∅,nas.rel.particle,,,,particle_relative,nasalising relative particle,.i. meit assochṫmacht,"that is, as much as it is well able"
133,5,116091,S0021-22,as sochṫmacht,sochṫmacht,sochmacht,nom.sg.neut.,,,adjective,"capable, possible",.i. meit assochṫmacht,"that is, as much as it is well able"
134,1,139978,S0021-22,.i.,.i.,.i.,,,,,"id est, it is",.i. meit assochṫmacht,"that is, as much as it is well able"
135,2,116092,S0021-23,ni·tartat,ni·,ní 3,,,,particle_negative_main,not,.i. nitartat sénsus breíc im anmin,"That is, the sensus cannot deceive the soul"
136,5,116093,S0021-23,ni·tartat,·tartat,do·beir,augm.3pl.pres.subj.,,trans.,verb,"to give, to place, to bring, to get, to cite, to impose on, to put on, to inflict on ",.i. nitartat sénsus breíc im anmin,"That is, the sensus cannot deceive the soul"
137,3,116094,S0021-23,ni·tartat,·ta,do·,,,,particle_preverb,aspectual and lexicalized meanings,.i. nitartat sénsus breíc im anmin,"That is, the sensus cannot deceive the soul"
138,4,116095,S0021-23,ni·tartat,r,ro· 2,,,,particle_augment,"with pres. ind. and subj. with perfective sense; to express potentiality or possibility, with all forms of the verb ; perfective augment",.i. nitartat sénsus breíc im anmin,"That is, the sensus cannot deceive the soul"
139,6,116096,S0021-23,sénsus,sénsus,sensus,nom.sg.,,,noun,"perception, a feeling, understanding, reason",.i. nitartat sénsus breíc im anmin,"That is, the sensus cannot deceive the soul"
140,7,116097,S0021-23,breíc,breíc,bréc,acc.sg.,,,noun,"falsehood, lie, deception ",.i. nitartat sénsus breíc im anmin,"That is, the sensus cannot deceive the soul"
141,8,116098,S0021-23,im anmin,im,imm,acc.,,,preposition,"around, about, concerning; abstract: concerning, as regards, in the matter of, on account of",.i. nitartat sénsus breíc im anmin,"That is, the sensus cannot deceive the soul"
142,9,116099,S0021-23,im anmin,anmin,ainimm,acc.sg.,,,noun,soul (as opposed to the body) ,.i. nitartat sénsus breíc im anmin,"That is, the sensus cannot deceive the soul"
143,1,139979,S0021-23,.i.,.i.,.i.,,,,,"id est, it is",.i. nitartat sénsus breíc im anmin,"That is, the sensus cannot deceive the soul"
144,2,116100,S0021-24,inna dligeda,inna,in 1,nom.pl.neut.,,,definite_article,"the, definite article",.i. inna dligeda anúas roráitsem,"that is, the laws above that we have expressed"
145,3,116101,S0021-24,inna dligeda ,dligeda,dliged,nom.pl.,,,noun,"principle, rule, norm; reason, argument; law, due, right, prerogative; dictum, authoritative statement; guiding priniciple, theory",.i. inna dligeda anúas roráitsem,"that is, the laws above that we have expressed"
146,6,116102,S0021-24,anúas,anúas,anúas,,,,adverb,"from above, down ",.i. inna dligeda anúas roráitsem,"that is, the laws above that we have expressed"
147,4,116103,S0021-24,anúas,an,an- 2,compos.,,,particle_prefix,"from + words denoting points on the compass, and words denoting location generally",.i. inna dligeda anúas roráitsem,"that is, the laws above that we have expressed"
148,5,116104,S0021-24,anúas,úas,ós 1,,,,preposition,"over, above",.i. inna dligeda anúas roráitsem,"that is, the laws above that we have expressed"
149,7,116105,S0021-24,ro·ráitsem,ro·,ro· 2,,,,particle_augment,"with pres. ind. and subj. with perfective sense; to express potentiality or possibility, with all forms of the verb ; perfective augment",.i. inna dligeda anúas roráitsem,"that is, the laws above that we have expressed"
150,8,116106,S0021-24,ro·ráitsem,∅,len.rel.particle,,,,particle_relative,leniting relative particle,.i. inna dligeda anúas roráitsem,"that is, the laws above that we have expressed"
151,9,116107,S0021-24,ro·ráitsem,ro·ráitsem,ráidid,augm.1pl.pret.,Yes,trans.,verb,"to speak, to say, to tell",.i. inna dligeda anúas roráitsem,"that is, the laws above that we have expressed"
152,1,139980,S0021-24,.i.,.i.,.i.,,,,,"id est, it is",.i. inna dligeda anúas roráitsem,"that is, the laws above that we have expressed"
153,2,116108,S0021-25,is huilliu,is,is 1,3sg.pres.ind.,,intrans.,verb,"to be, the copula",.i. is huilliu de mo ḟreicsiu doneuch roradissu argaibim ceill for etargna nach reta infecht sa,"That is, my hope is the greater from that which you have said, for I expect to know something this time."
154,3,116109,S0021-25,is huilliu,huilliu,oll,comp.,,,adjective,"great, ample ",.i. is huilliu de mo ḟreicsiu doneuch roradissu argaibim ceill for etargna nach reta infecht sa,"That is, my hope is the greater from that which you have said, for I expect to know something this time."
155,4,116110,S0021-25,de,de,di,3sg.neut.,,,preposition,"away, from, cause or reason, by",.i. is huilliu de mo ḟreicsiu doneuch roradissu argaibim ceill for etargna nach reta infecht sa,"That is, my hope is the greater from that which you have said, for I expect to know something this time."
156,5,116111,S0021-25,mo ḟreicsiu,mo,1sg.poss.pron.,1sg.,,,pronoun_possessive,my,.i. is huilliu de mo ḟreicsiu doneuch roradissu argaibim ceill for etargna nach reta infecht sa,"That is, my hope is the greater from that which you have said, for I expect to know something this time."
157,6,116112,S0021-25,mo ḟreicsiu,ḟreicsiu,frescisiu,nom.sg.,,,verbal_noun,"the act of expecting, looking forward to, anticipating; expectation, hope",.i. is huilliu de mo ḟreicsiu doneuch roradissu argaibim ceill for etargna nach reta infecht sa,"That is, my hope is the greater from that which you have said, for I expect to know something this time."
158,7,116113,S0021-25,do neuch,do,do 1,dat.,,,preposition,"to, for, by etc.",.i. is huilliu de mo ḟreicsiu doneuch roradissu argaibim ceill for etargna nach reta infecht sa,"That is, my hope is the greater from that which you have said, for I expect to know something this time."
159,8,116114,S0021-25,do neuch,neuch,nech,dat.sg.neut.,,,pronoun_quantifier,"anyone, one, someone",.i. is huilliu de mo ḟreicsiu doneuch roradissu argaibim ceill for etargna nach reta infecht sa,"That is, my hope is the greater from that which you have said, for I expect to know something this time."
160,9,116115,S0021-25,ro·radis-su,ro·,ro· 2,,,,particle_augment,"with pres. ind. and subj. with perfective sense; to express potentiality or possibility, with all forms of the verb ; perfective augment",.i. is huilliu de mo ḟreicsiu doneuch roradissu argaibim ceill for etargna nach reta infecht sa,"That is, my hope is the greater from that which you have said, for I expect to know something this time."
161,10,116116,S0021-25,ro·radis-su,∅,len.rel.particle,,,,particle_relative,leniting relative particle,.i. is huilliu de mo ḟreicsiu doneuch roradissu argaibim ceill for etargna nach reta infecht sa,"That is, my hope is the greater from that which you have said, for I expect to know something this time."
